CaCl2			0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
NH42SO4			200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
ph9.5			0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 
ph7.5			0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 
ph8.5			0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 
ph6.5			0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	0.000 	0.000 	0.000 
CaAc2			0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
water			767.000 	767.000 	767.000 	767.000 	767.000 	767.000 	767.000 	767.000 	767.000 	767.000 	767.000 	767.000 	600.000 	600.000 	600.000 	600.000 	600.000 	600.000 	600.000 	600.000 	600.000 	600.000 	600.000 	600.000 	333.000 	333.000 	333.000 	333.000 	333.000 	333.000 	333.000 	333.000 	333.000 	333.000 	333.000 	333.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	767.000 	767.000 	767.000 	767.000 	767.000 	767.000 	767.000 	767.000 	767.000 	767.000 	767.000 	767.000 	600.000 	600.000 	600.000 	600.000 	600.000 	600.000 	600.000 	600.000 	600.000 	600.000 	600.000 	600.000 	333.000 	333.000 	333.000 	333.000 	333.000 	333.000 	333.000 	333.000 	333.000 	333.000 	333.000 	333.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 
MgCl2			0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 
peg400			833.000 	833.000 	833.000 	833.000 	833.000 	833.000 	833.000 	833.000 	833.000 	833.000 	833.000 	833.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 	833.000 	833.000 	833.000 	833.000 	833.000 	833.000 	833.000 	833.000 	833.000 	833.000 	833.000 	833.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1000.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1267.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 	1500.000 
