water			1000.000 	960.000 	920.000 	880.000 	840.000 	800.000 	760.000 	720.000 	680.000 	640.000 	600.000 	520.000 	1000.000 	960.000 	920.000 	880.000 	840.000 	800.000 	760.000 	720.000 	680.000 	640.000 	600.000 	520.000 	1000.000 	960.000 	920.000 	880.000 	840.000 	800.000 	760.000 	720.000 	680.000 	640.000 	600.000 	520.000 	1000.000 	960.000 	920.000 	880.000 	840.000 	800.000 	760.000 	720.000 	680.000 	640.000 	600.000 	520.000 	1000.000 	960.000 	920.000 	880.000 	840.000 	800.000 	760.000 	720.000 	680.000 	640.000 	600.000 	520.000 	1000.000 	960.000 	920.000 	880.000 	840.000 	800.000 	760.000 	720.000 	680.000 	640.000 	600.000 	520.000 	1000.000 	960.000 	920.000 	880.000 	840.000 	800.000 	760.000 	720.000 	680.000 	640.000 	600.000 	520.000 	1000.000 	960.000 	920.000 	880.000 	840.000 	800.000 	760.000 	720.000 	680.000 	640.000 	600.000 	520.000 
ph7p2			0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
ph8p4			0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 
ph7p0			200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
ph7p6			0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
ph8p0			0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
ph7p4			0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
ph8p2			0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
ph7p8			0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	200.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
peg400			800.000 	840.000 	880.000 	920.000 	960.000 	1000.000 	1040.000 	1080.000 	1120.000 	1160.000 	1200.000 	1280.000 	800.000 	840.000 	880.000 	920.000 	960.000 	1000.000 	1040.000 	1080.000 	1120.000 	1160.000 	1200.000 	1280.000 	800.000 	840.000 	880.000 	920.000 	960.000 	1000.000 	1040.000 	1080.000 	1120.000 	1160.000 	1200.000 	1280.000 	800.000 	840.000 	880.000 	920.000 	960.000 	1000.000 	1040.000 	1080.000 	1120.000 	1160.000 	1200.000 	1280.000 	800.000 	840.000 	880.000 	920.000 	960.000 	1000.000 	1040.000 	1080.000 	1120.000 	1160.000 	1200.000 	1280.000 	800.000 	840.000 	880.000 	920.000 	960.000 	1000.000 	1040.000 	1080.000 	1120.000 	1160.000 	1200.000 	1280.000 	800.000 	840.000 	880.000 	920.000 	960.000 	1000.000 	1040.000 	1080.000 	1120.000 	1160.000 	1200.000 	1280.000 	800.000 	840.000 	880.000 	920.000 	960.000 	1000.000 	1040.000 	1080.000 	1120.000 	1160.000 	1200.000 	1280.000 
